order_id,order_date,restaurant_name,delivery_zone,order_value,delivery_time_mins,rider_rating,order_status,payment_method,discount_applied,customer_complaints,restaurant_enc,zone_enc,cancel_probability,cancel_risk,is_high_risk,high_risk_rate,alert,generated_at
ORD00124,2024-08-11,Sushi Bay,North,674.0,58.0,4.7,Delayed,Wallet,11.0,1,0,1,0.34,low,0,0.3333333333333333,Sushi Bay North has a high cancel-risk rate of 33% with average order value $987 and average delivery time 55 minutes. Review restaurant prep times to reduce delays that drive cancellations.,2026-06-20
ORD00125,2024-03-04,Spice Garden,South,282.0,33.0,3.8,Delivered,UPI,10.0,0,2,4,0.04,low,0,0.625,Spice Garden South has a high cancel-risk rate of 62% with an average order value of $757 and an average delivery time of 48 minutes. Audit kitchen capacity immediately to eliminate prep bottlenecks that trigger cancellations.,2026-06-20
ORD00126,2024-02-07,Burger Hub,South,697.0,67.0,4.6,Delivered,Cash,30.0,3,3,4,0.27,low,0,0.0,,2026-06-20
ORD00127,2024-05-07,Burger Hub,East,1501.0,36.0,4.3,Delivered,UPI,17.0,3,3,0,0.02,low,0,0.0,,2026-06-20
ORD00128,2024-01-04,Sushi Bay,East,977.0,55.0,5.0,Cancelled,UPI,13.0,3,0,0,0.69,high,1,0.0,,2026-06-20
ORD00129,2024-02-03,Sushi Bay,West,1466.0,40.0,2.2,Delivered,Wallet,6.0,3,0,2,0.08,low,0,0.0,,2026-06-20
ORD00130,2024-10-08,Spice Garden,South,434.0,51.0,3.7,Cancelled,Wallet,22.0,3,2,4,0.7,high,1,0.625,Spice Garden South has a high cancel-risk rate of 62% with an average order value of $757 and an average delivery time of 48 minutes. Audit kitchen capacity immediately to eliminate prep bottlenecks that trigger cancellations.,2026-06-20
ORD00131,2024-06-06,Sushi Bay,North,1205.0,50.0,4.8,Delivered,Cash,17.0,3,0,1,0.13,low,0,0.3333333333333333,Sushi Bay North has a high cancel-risk rate of 33% with average order value $987 and average delivery time 55 minutes. Review restaurant prep times to reduce delays that drive cancellations.,2026-06-20
ORD00132,2024-07-04,Spice Garden,South,749.0,67.0,4.0,Delivered,UPI,9.0,1,2,4,0.57,high,1,0.625,Spice Garden South has a high cancel-risk rate of 62% with an average order value of $757 and an average delivery time of 48 minutes. Audit kitchen capacity immediately to eliminate prep bottlenecks that trigger cancellations.,2026-06-20
ORD00133,2024-08-06,Sushi Bay,Central,400.0,44.0,3.6,Delivered,UPI,8.0,0,0,3,0.05,low,0,0.4444444444444444,Sushi Bay Central has a high cancel-risk rate of 44% with an average order value of $771 and an average delivery time of 40 minutes. Audit kitchen capacity to eliminate order-ready delays that drive cancellations.,2026-06-20
ORD00134,2024-08-14,Pizza Palace,West,741.0,43.0,4.6,Refunded,Cash,0.0,2,1,2,0.46,low,0,0.0,,2026-06-20
ORD00135,2024-03-10,Pizza Palace,South,1126.0,89.0,3.3,Cancelled,Card,5.0,3,1,4,0.83,high,1,0.0,,2026-06-20
ORD00136,2024-05-15,Sushi Bay,West,404.0,38.0,2.4,Refunded,UPI,14.0,0,0,2,0.04,low,0,0.0,,2026-06-20
ORD00137,2024-03-03,Burger Hub,East,1434.0,39.0,2.9,Cancelled,Card,26.0,2,3,0,0.06,low,0,0.0,,2026-06-20
ORD00138,2024-08-09,Spice Garden,East,178.0,73.0,3.9,Cancelled,Card,30.0,2,2,0,0.76,high,1,0.0,,2026-06-20
ORD00139,2024-03-28,Burger Hub,Central,496.0,59.0,3.5,Delayed,Cash,13.0,3,3,3,0.66,high,1,0.8,Burger Hub Central has a high cancel-risk rate of 80%. Review restaurant prep times to reduce order cancellations by aligning expected prep with the 67-minute average delivery time.,2026-06-20
ORD00140,2024-01-11,Spice Garden,East,1349.0,37.0,2.2,Delivered,Wallet,24.0,1,2,0,0.03,low,0,0.0,,2026-06-20
ORD00141,2024-01-28,Wrap & Roll,Central,767.0,76.0,3.3,Cancelled,UPI,11.0,0,4,3,0.87,high,1,0.75,Wrap & Roll Central has a 75% high cancel-risk rate with an average order value of $818 and an average delivery time of 54 minutes. Audit kitchen capacity to eliminate delays that drive cancellations.,2026-06-20
ORD00142,2024-08-14,Burger Hub,Central,1797.0,81.0,4.2,Cancelled,UPI,0.0,2,3,3,0.81,high,1,0.8,Burger Hub Central has a high cancel-risk rate of 80%. Review restaurant prep times to reduce order cancellations by aligning expected prep with the 67-minute average delivery time.,2026-06-20
ORD00143,2024-06-15,Pizza Palace,Central,1660.0,36.0,2.7,Delayed,UPI,11.0,0,1,3,0.18,low,0,0.5,Pizza Palace Central has a high cancel-risk rate of 50% with an average order value of $1258 and an average delivery time of 60 minutes. Review restaurant prep times to reduce cancellations by ensuring orders reach dispatch faster.,2026-06-20
ORD00144,2024-06-18,Sushi Bay,West,662.0,54.0,3.4,Delivered,Card,11.0,0,0,2,0.16,low,0,0.0,,2026-06-20
ORD00145,2024-02-10,Spice Garden,South,930.0,54.0,3.3,Cancelled,Card,4.0,0,2,4,0.88,high,1,0.625,Spice Garden South has a high cancel-risk rate of 62% with an average order value of $757 and an average delivery time of 48 minutes. Audit kitchen capacity immediately to eliminate prep bottlenecks that trigger cancellations.,2026-06-20
ORD00146,2024-12-09,Wrap & Roll,West,438.0,82.0,4.8,Cancelled,UPI,17.0,0,4,2,0.81,high,1,0.6,Wrap & Roll West has a high cancel-risk rate of 60% with an average order value of $595 and average delivery time of 64 minutes. Adjust dispatch routing to reduce cancellations in the West zone.,2026-06-20
ORD00147,2024-05-22,Pizza Palace,South,123.0,80.0,3.9,Delivered,UPI,5.0,3,1,4,0.24,low,0,0.0,,2026-06-20
ORD00148,2024-11-06,Wrap & Roll,North,775.0,31.0,2.8,Delivered,UPI,25.0,1,4,1,0.12,low,0,0.3333333333333333,Wrap & Roll North has a 33% high cancel-risk rate with an average order value of $615 and an average delivery time of 57 minutes. Review restaurant prep times.,2026-06-20
ORD00149,2024-12-13,Sushi Bay,North,772.0,27.0,4.4,Refunded,Card,9.0,3,0,1,0.04,low,0,0.3333333333333333,Sushi Bay North has a high cancel-risk rate of 33% with average order value $987 and average delivery time 55 minutes. Review restaurant prep times to reduce delays that drive cancellations.,2026-06-20
ORD00150,2024-05-25,Burger Hub,Central,1800.0,71.0,2.3,Delayed,Card,11.0,0,3,3,0.81,high,1,0.8,Burger Hub Central has a high cancel-risk rate of 80%. Review restaurant prep times to reduce order cancellations by aligning expected prep with the 67-minute average delivery time.,2026-06-20
